classification,avg_pnl,median_pnl,avg_trade_size,pnl_volatility,win_rate,trade_count
Extreme fear,1.8916322231298366,0.0,4118.761840068787,76.72771255395584,0.2927773000859845,2326
Extreme greed,205.81634505888633,0.96048,3242.085086283579,1861.5571189594953,0.5532823341042519,5621
Fear,128.28795029591174,0.0,5744.782685125099,1342.3484968403718,0.381786718581008,13869
Greed,53.988003244420824,0.0,5051.878829259653,1399.4681820543474,0.4357066950053135,11292
Neutral,27.08880333091437,0.0,4332.202906386067,142.94588861346116,0.4949201741654572,2756
